3058,CzechBot,1
3059,CzechoBot,6
3060,Czobot,1
3061,Cäsium137Bot,1
3062,Cómplex = Admíínbot,1
3063,D-Bot,1
3064,D-bot,1
3065,D-mashine,1
3066,D-metrobot,1
3067,D.Cabot,1
3068,D.bratchuk.bot,1
3069,D1BOT,2
3070,D2-bot,1
3071,D2bot,1
3072,D6,1
3073,D6 category bot,1
3074,D9robot,1
3075,DABbot,1
3076,DAMN YOU STRAIGHT TO MONKEY BOT HELL,1
3077,DANNYBOT,1
3078,DASHBot,1
3079,DASHBotAV,1
3080,DBOT,1
3081,DBot,1
3082,DBpedia-Bot,2
3083,DBtemplatebot,1
3084,DCWikibot,1
3085,DCabot,1
3086,DEAbbot,1
3087,DESTROY-BOT-ACCOUNT,1
3088,DESTROYBOT!,1
3089,DESTRUCTOBOT 00,1
3090,DESTRUCTOBOT 01,1
3091,DESTRUCTOBOT 02,1
3092,DESTRUCTOBOT 03,1
3093,DESTRUCTOBOT 04,1
3094,DESTRUCTOBOT 06,1
3095,DESTRUCTOBOT 07,1
3096,DESTRUCTOBOT 08,1
3097,DESTRUCTOBOT 09,1
3098,DESTRUCTOBOT 10,1
3099,DESTRUCTOBOT 11,1
3100,DESTRUCTOBOT 12,1
3101,DESTRUCTOBOT 13,1
3102,DESTRUCTOBOT 13&comma; I WILL GO TO 99 IF I HAVE TO,1
3103,DESTRUCTOBOT 14,1
3104,DESTRUCTOBOT 15,1
3105,DESTRUCTOBOT 16,1
3106,DESTRUCTOBOT 17,1
3107,DESTRUCTOBOT 18,1
3108,DESTRUCTOBOT 19,1
3109,DESTRUCTOBOT 20,1
3110,DESTRUCTOBOT 21,1
3111,DESTRUCTOBOT 22,1
3112,DESTRUCTOBOT 23,1
3113,DESTRUCTOBOT 24,1
3114,DESTRUCTOBOT 25,1
3115,DEagleBot,285
3116,DFBot,2
3117,DFRBot,1
3118,DHBot,1
3119,DHMortgagebot,1
3120,DHN-bot,3
3121,DIYrobot,1
3122,DJFBOT,1
3123,DMBot,3
3124,DMbotY,1
3125,DOES CURPS BOT AUTO BLOCK NAMS WITH TATOR TOTS,1
3126,DOI bot,1
3127,DOSBot,1
3128,DP Bot,1
3129,DPL bot,1
3130,DRVBot,1
3131,DSisyphBot,285
3132,DSpamBot,1
3133,DStarBot,1
3134,DU BOT,1
3135,DUMBASSBOT,1
3136,DUMcOssaBOT,1
3137,DVA-bot,2
3138,DVBot,1
3139,DYKBot,1
3140,DYKHousekeepingBot,1
3141,DYKUpdateBot,1
3142,DYKadminBot,1
3143,D\,285
3144,DaBlerBot,1
3145,DaBot,21
3146,DaL33T*bot,1
3147,DaPunkBot,1
3148,DaRobinBot,1
3149,Daabbot,2
3150,DabBot,1
3151,Dacheatbot,1
3152,Dadabot,1
3153,Dadarobot,1
3154,Dadatabot,1
3155,DadoBot,2
3156,Dadobot,1
3157,Dadotbot,1
3158,DaeXBot,2
3159,Daffybot,1
3160,DafoBot,1
3161,DaftRobot,2
3162,Daftbot,1
3163,Daggerbot,1
3164,DagothBot,1
3165,Daguerrobot,1
3166,Daibot,28
3167,DaigoEncirobot,1
3168,DailyBuildBot,1
3169,Dailybot,1
3170,DaimondBot,2
3171,Dainobot,1
3172,Daisybot,1
3173,Dakibot,1
3174,DakoLobot,1
3175,DakotaKahn your life must be pathetic to battle this usernamebot,1
3176,DalcherBot,1
3177,Dalebot,1
3178,DalekBot,1
3179,DaleksUnitedBot,1
3180,DallasBot,1
3181,Damageforrobot,1
3182,Damiannabot,3
3183,Damibot,2
3184,Damme Bot,2
3185,Dan-bot,2
3186,DanBot,5
3187,DanaTalbot,1
3188,Danbot,1
3189,Danbot 17,1
3190,Dancebot,1
3191,Dancedancerobot,1
3192,Dancerobot,1
3193,Dancingrobot,1
3194,Dandibot,2
3195,Dandybot,1
3196,Dane-bot,1
3197,DangSunMbot,1
3198,Dangarbot,3
3199,Dangbot,1
3200,Dangerbot,1
3201,DanhashBot,1
3202,DaniAshBot,1
3203,Daniel1Bot,1
3204,DanielBot,1
3205,DanielFTalbot,1
3206,DanielFreshBot,1
3207,Danielbot,3
3208,Danielfolsom2.bot,1
3209,Danielzabot,1
3210,Daniggertestingdabot,1
3211,Danilo Šobot,6
3212,Danilo.bot,1
3213,DanjanBot,2
3214,DanmicholoBot,5
3215,Danntbot,1
3216,Dannybot,1
3217,Danobot,1
3218,Danogobot,1
3219,Danroks bot,1
3220,DansBot,3
3221,DanteBot,1
3222,DantheCowBot,1
3223,Danumber1bot,1
3224,DanxBot,1
3225,Dany TheArtist Bot,2
3226,Danybot,2
3227,DapBot,1
3228,DaraBotochka,1
3229,Darackobot,2
3230,DarafshBot,285
3231,Darbot,2
3232,Darcksibot,1
3233,DarioBot,6
3234,Dark Bot,1
3235,Dark Shikari Bot,1
3236,DarkApBot,1
3237,DarkChobot,1
3238,DarkInternetBot,1
3239,DarkInternetBot II,1
3240,DarkJediBot,1
3241,Darkbeetlebot,1
3242,DarkcodingBot,1
3243,Darkicebot,285
3244,Darkicebot II,1
3245,DarkmatterBot,1
3246,DarknessBot,1
3247,Darkorbot,1
3248,Darkrobot,1
3249,Darkroomrobot,1
3250,Darlingbot,1
3251,Darshbot,1
3252,Darthbot,1
3253,Darubot,1
3254,DarwinBot,5
3255,Darwinabot,1
3256,Darwinbot,8
3257,DasBot,4
3258,Dasbot,1
3259,Daselftegebot,1
3260,Dasrobot,2
3261,Dasschaefchenbot,75
3262,DastyorBot,5
3263,DatabaseBot,1
3264,Databot,1
3265,Dataflashsabot,1
3266,Datbot,1
3267,DateBot,1
3268,DateDelinkerBot,1
3269,Dateieinbindungs-Bot,2
3270,Dateientlinkerbot,1
3271,Dateiüberprüfungshelfer,1
3272,Daubot,2
3273,Davebot,1
3274,Davefreeman-bot,1
3275,Daverobot,1
3276,Davesabot,1
3277,Davethebot,1
3278,Daveybot,1
3279,Daveytalbot,1
3280,David Talbot,1
3281,David chabot,1
3282,David wtalbot,1
3283,David.bot,2
3284,David.talbot,1
3285,David1010Bot,3
3286,David12345bot,1
3287,David55Bot,1
3288,DavidHTalbot,1
3289,DavidLeighEllisBot,1
3290,DavidWSBot,1
3291,Davidabbot,1
3292,Davidbot,1
3293,Davidrobot,1
3294,Davidsbot,1
3295,DavinAWB,1
3296,Davirobot,1
3297,Davminbot,1
3298,Dawebot,1
3299,Dawid Skalec Bot,1
3300,DaylifeBot,1
3301,DazBot,1
3302,DbBot,2
3303,Dbarbot,1
3304,Dbc-Bot,1
3305,DbchristensenBot,1
3306,Dbdbrobot,1
3307,Dbl2010bot,1
3308,Dbot,3
3309,DcasaBot,1
3310,Dchabot,2
3311,Dcirovicbot,1
3312,DcoetzeeBot,1
3313,Dcollbot,1
3314,Dctalbot,1
3315,Ddolbot,2
3316,DeGilianBot,2
3317,DeSpamBot,1
3318,Dead Evil Robot,1
3319,Dead3y3 Bot,1
3320,DeadBot,2
3321,DeadLinkBOT,1
3322,DeadRobot,1
3323,Deadbot,1
3324,Deahtbot,1
3325,DealerBot,1
3326,Dean talbot,1
3327,Deanbot,1
3328,Death Saibot,1
3329,Death to aspiebot hugglesIuts,1
3330,Deathbot,1
3331,DebBot,2
3332,Debot,4
3333,Debrobot,1
3334,DecemberBot,1
3335,Decibot,1
3336,Dedalbot,1
3337,DedeBOT,1
3338,Dedebot,6
3339,DedeeBot,1
3340,Deden robot,1
3341,Dedi ibot,1
3342,Dedy jembot,1
3343,Deebot,1
3344,Deegbot,1
3345,DeepBot,1
3346,Deepak Bot,1
3347,Deerengbot,1
3348,Deevbot,1
3349,DeewBot,1
3350,Defamation-bot,1
3351,Default Robot BIOS,1
3352,Default bot,1
3353,DefaultsortBot,1
3354,Defectiverobot,1
3355,Defekter Weblink Bot,1
3356,Defenderbot,1
3357,Defiantrobot,2
3358,Definitely Not A Bot,1
3359,Deitobot,1
3360,DekaBot,2
3361,DekelBot,1
3362,DekelEBot,1
3363,Dekubot,2
3364,Delbot,2
3365,DeleteAsstBot,1
3366,DeleteBot,1
3367,DeletionBOT,1
3368,DeliverBot,2
3369,DeliveryBot,1
3370,DellTG5 Bot,1
3371,Dellbot,1
3372,DelphiWikiRobot,4
3373,Delsort bot,1
3374,DeltaQuadBot,1
3375,Deltabot,1
3376,Delucabot,1
3377,DemIngSeinBot,1
3378,Deman Bot,1
3379,Dembot,1
3380,DementedRobot,1
3381,Demmey Chabot,1
3382,Demobot,1
3383,Demonbot,1
3384,Demonboybot,1
3385,Demonrobot,1
3386,Demonservbot,1
3387,DenasBot,4
3388,Denat-bot,2
3389,Denbot,1
3390,DeniBot,2
3391,Denia5bot,1
3392,Denis drobot,1
3393,Deniz Feneri bot,1
3394,DenkmalBot,1
3395,DennisExtrBot,1
3396,DennisPeetersBot,4
3397,DennyBot,3
3398,Dennybot,1
3399,Deonbot,1
3400,Depressedrobot,1
3401,Der Bot,4
3402,DerHexer (Keith Abbot) is a Nazi.,1
3403,DerHexer (Keith Abbot) ist ein Nazi.,1
3404,DerHexer (Keith Abbot) supports the Nazi Party. 1,1
3405,DerHexer (Keith Abbot) unterstützt die NSDAP.,1
3406,DerHexer (Keith Abbot) unterstützt die Nazistische Partei.,1
3407,DerHexer = Keith Abbot. Was 20 years old in Nov. 2007,1
3408,DerHexer = Keith Abbot. Was 20 years old in Nov. 2007.,1
3409,DerHexer is Keith Abbot,2
3410,DerHexer is Keith Abbot.,1
3411,Derangedrobot,1
3412,DerbethBot,1
3413,Derek J. Cabot,1
3414,Derekbot,1
3415,Derektherobot,1
3416,Derklbot,2
3417,DermBOT,1
3418,DerpBot,1
3419,DerschuelerBot,1
3420,DerslekBot,4
3421,Desbot,1
3422,Descartes Bot,1
3423,DesiBot,1
3424,Designbot,1
3425,Designrobot,2
3426,Deskanabot,1
3427,Desrobot,1
3428,Destoyer bot,1
3429,DestruBOT,2
3430,Destructobot,1
3431,DetectionBOT,1
3432,Detroit bot,1
3433,Detroiterbot,1
3434,Deu bot,1
3435,Deut-bot,3
3436,Dev107-bot,3
3437,DevWikiBot,1
3438,Devandalism-bot,1
3439,Devbot,1
3440,DevilBot,3
3441,Devilbot-1,1
3442,Devilsrobot,1
3443,DevotoBot,1
3444,DewetInterwikiBot,1
3445,Deweyabot,1
3446,Dexbot,284
3447,Dexterbot,1
3448,Dfergbot,8
3449,Dfrobot,2
3450,DhanakBot,1
3451,Dhr bot,2
3452,DiBot,1
3453,DiGGzBoT,1
3454,DiN0bot,1
3455,DiaaSamiBot,2
3456,Diagrammabot,1
3457,DiamantBot,2
3458,Diamonddavebot,1
3459,Diane Chabot Pard,1
3460,Diaz-BOT 2,1
3461,Dibot,2
3462,Dibot (usurped),1
3463,Dicabot,1
3464,DickBot,1
3465,Dickrobot,1
3466,Dictebot,1
3467,DiddlerBot,1
3468,Diderobot,3
3469,Didiercourbot,5
3470,Didierimbot,6
3471,Die-robot,1
3472,DieBot,1
3473,DieBucheBot,8
3474,Diebot,1
3475,Diego Grez Bot,285
3476,Diego Grez Bot 1,1
3477,Diegobot,1
3478,Diegogrez-bot,1
3479,DiegusjaimesBOT,3
3480,DieselRobot,1
3481,Difbot,2
3482,Diffeorobot,1
3483,DifficultBot,6
3484,Diggybot,1
3485,Digibot,1
3486,DigitalBot,1
3487,DigitalmeBot,1
3488,Digitalrobot,1
3489,Digolbot,1
3490,Digrobot,1
3491,Dilbot,1
3492,Dildorobot,1
3493,DiliBot,271
3494,Diligent Bot,1
3495,Diligent Terrier Bot,1
3496,Dilllonbot,1
3497,Dillonbot,1
3498,DimastijBot,1
3499,Dimbot,1
3500,DimesBot,1
3501,DimetroBot,1
3502,DimiBot,1
3503,DinaBot,1
3504,Dinabot,1
3505,Dinamik-bot,285
3506,Dinartebot,1
3507,Dinebot,1
3508,Dingar-bot,1
3509,Dingos ate my tawkerbot,1
3510,Dinngbot,1
3511,DinoBot,2
3512,DinoBot2,1
3513,DinoSizedBot,1
3514,Dinobot,5
3515,Dinobot Grimlock,1
3516,Dinobot sii,1
3517,Dinobot-br,2
3518,DinojermBot,1
3519,Dinorobot,1
3520,Dinosaurversusrobot,2
3521,DinyBot,3
3522,Dinybot,12
3523,Diogo Skrobot,1
3524,DipankanBot,1
3525,DiraBot,1
3526,DirlBot,285
3527,DirtyRobot,1
3528,Dirtybot,1
3529,Disambig-semi-bot,3
3530,DisambigBot,1
3531,DisambigRedirBot,1
3532,Disambiguation Style Bot,1
3533,Disambot,1
3534,Disbot,1
3535,Disciple Saibot,1
3536,Disco Robot,1
3537,Discobot,3
3538,Discomoosebot,1
3539,Disguisedrobot,7
3540,Distantrobot,1
3541,Ditobot,1
3542,Diupwijkbot,1
3543,DiverBot,2
3544,DividingBot,1
3545,Divine((Bot)),1
3546,DivisorBot,1
3547,DivnaBot,1
3548,DixonDBot,285
3549,DixonDBot II,2
3550,DixonDBot III,2
3551,DiyarBot,1
3552,Diybot,3
3553,Dizzybot,1
3554,Djbot,1
3555,Djfembot,1
3556,Djkilabot,1
3557,Djobot,1
3558,DjordjesBot,1
3559,Djrobot,1
3560,Djvictornebot,1
3561,Dkbot,1
3562,Dlibot,1
3563,DllFilesBot,1
3564,Dlyons493Bot,2
3565,Dmchabot,3
3566,Dmitrij1996,1
3567,DmytroBot,2
3568,Do the mobot,1
3569,DoHbot,1
3570,Dobbot,1
3571,DobloBot,1
3572,Dobot,1
3573,Docfembot,1
3574,Docrobot,1
3575,Doctorbot,2
3576,Doctortalbot,1
3577,DoczBot,1
3578,Doddebot,2
3579,DodekBot,9
3580,DodoBot,2
3581,Dodobot,1
3582,Dodorobot,2
3583,DoffBot,1
3584,DogBoyBot,1
3585,Dogbot,1
3586,DoggyBot,1
3587,Dogpoweredrobot,1
3588,Dograbot,1
3589,Dokbebot,1
3590,DokeeBot,1
3591,Dokomonta-Bot,2
3592,Dolkbot,1
3593,Dollybot,1
3594,Dom bot,1
3595,DomBot,2
3596,DomainRobot,2
3597,Dombot,1
3598,Domestibot,1
3599,Dominikkabot,1
3600,Domo Arigato Misuta Roboto,1
3601,Domorobot,1
3602,Don Bot,1
3603,Don Talbot,1
3604,DonEbbot,1
3605,DonabelSDSU.bot,1
3606,Donald abbot,1
3607,DonatorBot,1
3608,Donbot,2
3609,Dongnobot,1
3610,DonnerJack.bot,1
3611,Dontdotherobot,1
3612,Dookiebot,1
3613,Doombot,1
3614,Doozbot,1
3615,Doozlebot,1
3616,Dopey-robot,1
3617,Dorabot,1
3618,Doragonbot,1
3619,Dorbot,2
3620,DorganBot,285
3621,DorisBot,1
3622,Dorkbot,5
3623,Dorkotherobot,1
3624,Dorothybot,1
3625,Dot Bot,3
3626,DotBot,3
3627,Dotherobot,1
3628,Dotorida,3
3629,Dotoridabot,1
3630,Dotrobot,1
3631,DottyQuoteBot,1
3632,DoubleRedirectBot,2
3633,Doublebot,1
3634,DougBot,1
3635,Dougcabot,1
3636,Dough bot,1
3637,Down with Clue Bot,1
3638,DownBot,1
3639,Downbot,1
3640,DownloadBot,1
3641,DoyleTalbot,1
3642,DoyleyBot,1
3643,Dpcbot,1
3644,Dpkbot,65
3645,DpmukBOT,1
3646,Dptalbot,1
3647,Dr Bot,25
3648,Dr Botbot,1
3649,Dr Cabot,2
3650,Dr Jahrobot,1
3651,Dr bot,1
3652,Dr chembot,1
3653,Dr. Killobot,1
3654,Dr. Radiobot\,1
3655,Dr.Bot,3
3656,Dr.bot,1
3657,Dr0bot,2
3658,DrAliBot,1
3659,DrFO.Tn.Bot,285
3660,DrLeebot,1
3661,DrSandraCabot,1
3662,DrTrigonBot,5
3663,Dragen Bot,1
3664,Dragman jarbot,1
3665,DragonBot,285
3666,DragonBot (usurped),1
3667,DragonWizardRobot,1
3668,Drahbot01,1
3669,DraiconeBot,1
3670,Drakeinbot,1
3671,Draking-bot,1
3672,Drama Bot,1
3673,DranaBot,1
3674,Drawbot,1
3675,Drawrobot,1
3676,Drbot,1
3677,Dreadbot,1
3678,DreamBot,1
3679,Dredbot,1
3680,Dreitbot,2
3681,Drev23bot,1
3682,Drew Carey is a Sockpuppet Bot,1
3683,DrewBarrymoreBot,1
3684,DrewBot,1
3685,Drewabbot,1
3686,Drewbot,1
3687,Drewisarobot,1
3688,Drewskankbot,2
3689,Drhobbot,1
3690,Driamrillnotabot,1
3691,Dribot,1
3692,DriftBot,1
3693,Driiss bokbot,1
3694,Drikbot,1
3695,DrilBot,1
3696,Drinibot,3
3697,Drng-bot,1
3698,Drobopojalobot,5
3699,Drobot,3
3700,DrollBot,1
3701,Drongobot,1
3702,DroopigBot,1
3703,Drowbot,1
3704,Drrobot,1
3705,Drtalbot,1
3706,Dru bot,1
3707,DrumbBOT,2
3708,Drumbot,1
3709,Drummerbot,1
3710,Drummingrobot,1
3711,Drunkenrobot,1
3712,Dsabot,1
3713,Dschwen bot,1
3714,DschwenBot,1
3715,Dsoubbot,1
3716,Dtalbot,1
3717,Dualitas,1
3718,Dubbiebot,2
3719,DubiousDinobot,1
3720,DubstepBOT,8
3721,Dububot,1
3722,Duc Bot,1
3723,DuckBot,1
3724,Duckling2009robot,1
3725,Dudebot,1
3726,Dudubot,2
3727,DuesenBot,2
3728,DukeBot,1
3729,Dullgreyrobot,1
3730,DumZiBoT,175
3731,DumbBOT,3
3732,Dumbbot,1
3733,Dumbot,2
3734,Dummytherobot,1
3735,Dunbot,1
3736,Duncbot,1
3737,Duneebot,2
3738,Dungbot,1
3739,DunnobBot,1
3740,Dunnoewanambot,1
3741,DuponBot,1
3742,DuschBot,1
3743,DustaBot,1
3744,DusterBot,1
3745,Dustindrabot,1
3746,DustyBot,1
3747,Dustyrobot,1
3748,DutchbestBot,3
3749,Dvmc-bot,1
3750,DvoreBot,3
3751,DvorskyBot,1
3752,DvorskysBot,1
3753,Dvsrobot,1
3754,DvtBot,2
3755,DvyBot,1
3756,DwayneFBot,1
3757,Dweebot,1
3758,DwyloBot,1
3759,Dxbot,1
3760,Dyawa ka di ka kasabot!!,1
3761,Dybadybot,1
3762,DyceBot,1
3763,Dylan620 Bot,1
3764,DylanBot,1
3765,DylanTheRobot,1
3766,Dylanbot,1
3767,Dylanj bot,1
3768,Dylbot,1
3769,Dymbot,1
3770,DynamicBot R1,1
3771,DynamicBot R2,1
3772,DynamicBot Srv2,2
3773,DynamicBot Srv3,1
3774,Dynobot,1
3775,Dysprobot,1
3776,DyzzetStatsBot,1
3777,DzBot,1
3778,DzagBot,1
3779,DéRaBot,3
3780,DüdelBot,1
3781,E THPbot,3
3782,E-Bot,1
3783,E.RIBOT,1
3784,E.upbot,1
3785,E2mb0t,1
3786,E56-123-bot,1
3787,E70bot,1
3788,E85Bot,1
3789,EABOT,2
3790,EB-Bot,1
3791,EBot,1
3792,EBot II,1
3793,EBot III,1
3794,EBot IV,1
3795,EDUCA33E,285
3796,EEeEEeeeEbot,1
3797,EFixBot,1
3798,EIockidBot,1
3799,ELBot,1
3800,EMBot,1
3801,ENIACBot,1
3802,ENewsBot,1
3803,EPO Bot,1
3804,EPaBot,2
3805,EPanditBot,2
3806,EPbot,1
3807,ERJANIKbot,3
3808,ERbot,4
3809,ESBot,14
3810,EVA (bot),2
3811,EXe-Bot-Nr.16,1
3812,Eabbot,1
3813,Eagerbot,1
3814,Eagle101bot,1
3815,EagleAstroidBot,1
3816,EagleBot,3
3817,EagleImageResizeBot,1
3818,Eaglebot,1
3819,EaglesBot,1
3820,Earl 2nd Rank Elijah M. F. Talbot,1
3821,Earlbot,1
3822,Earthtorobot,1
3823,EarwigBot,2
3824,EarwigBot I,1
3825,EarwigBot II,2
3826,EarwigBot III,1
3827,EarwigBot IV,1
3828,EarwigBot IX,1
3829,EarwigBot V,1
3830,EarwigBot VI,1
3831,EarwigBot VII,1
3832,EarwigBot VIII,1
3833,EarwigBot X,1
3834,East Carolina Vandalbot on Wheels!,1
3835,Eastkuba date bot,1
3836,Easybot,2
3837,Ebbot,2
3838,EbeBot,1
3839,EberBot,5
3840,Ebimu-robot,1
3841,Ebot,2
3842,Ebot 00,1
3843,Ebot joel etaya,1
3844,Ebotbot,1
3845,Ebotebot,1
3846,Ebrahimibot,2
3847,Ebrambot,285
3848,Ecashbot,1
3849,Eccentric-Servbot,1
3850,EccentricRobot,1
3851,Echabot,1
3852,EchoBOT,2
3853,EchoBot,1
3854,Echrabot,1
3855,Eclectiqus-bot,1
3856,EcoBOT,2
3857,EconDataBot,2
3858,EconomicsBot,1
3859,EcontermsBot,1
3860,Ed Lane Bot,1
3861,Ed Talbot,1
3862,Ed The Robot,1
3863,Ed abbot,1
3864,EdBeverbot,1
3865,EdBot,1
3866,EdJohnstonBot,1
3867,Edbot,3
3868,Eddie-bot,1
3869,EddieBot,1
3870,Eddierobot,1
3871,Eddtherobot,1
3872,EddylandzaatBot,2
3873,EdgarBot,1
3874,EdinBot,7
3875,Edinbot,2
3876,Edit Bot,1
3877,Edit Bot 3000,1
3878,EditCountBot,1
3879,EditDataBot,1
3880,Editbot,1
3881,EditingBot,1
3882,EditingBot-automated,1
3883,Editor Bot Number12441,1
3884,EditorBot,1
3885,Editrobot,2
3886,EditwarBOT,1
3887,EdmenBot,2
3888,Edmundobot,12
3889,Ednastudentbot,1
3890,EdoBot,7
3891,Edoderoobot,2
3892,Edokbot,1
3893,Edrobot,1
3894,Educationbot,1
3895,EdwardBot,1
3896,Edwardbot,2
3897,EdwardsBot,284
3898,EdwardsBot 2,1
3899,Edwardspec TalkBot,5
3900,Edwtiebot,1
3901,EeBot,1
3902,Eekster is an aspiebot,1
3903,EeroBot,2
3904,Efeldbot,1
3905,EfenBot,3
3906,Effbot,1
3907,Eflynnbot,1
3908,Egg bot,1
3909,Egg-Robot,1
3910,Egmontbot,285
3911,EgonBOT,5
3912,Egp bot,1
3913,EhJBot,2
3914,EhJCATBot,1
3915,Eiabot,1
3916,EighthBot,1
3917,EikesBot,4
3918,Eikubot,2
3919,EinBot,2
3920,EinsBot,1
3921,Einsteinbot,1
3922,Einzelgebot,2
3923,Eirik-bot,1
3924,EivindBot,23
3925,Eivindbot,2
3926,Ejmbot,2
3927,EjsBot,27
3928,El Mexibot,3
3929,El Pelado Botón,1
3930,El barto Bot,1
3931,El bot de Dreitmen,2
3932,El bot de la dieta,6
3933,El bot de las chucherías,1
3934,El ribot,1
3935,ElCarbot,2
3936,ElMeBot,6
3937,ElRobot,1
3938,ElRodBot,1
3939,Elabot,1
3940,Elasticrobot,1
3941,Elated.robot,1
3942,ElborBot,1
3943,Elbot,1
3944,Elebot,1
3945,Elecbot,2
3946,ElectionBot,1
3947,ElectroBot,1
3948,ElectroBot Jolt,1
3949,ElectroTheRobot,1
3950,Electrobot,1
3951,Electron Bot,1
3952,EleferenBot,285
3953,Elektrobot,1
3954,Eleprobot,1
3955,Elerobot,1
3956,Elessar,1
3957,ElfiBot,13
3958,Elfobot,1
3959,Elhuyar Fundazioa,1
3960,Eli-Bot-5,2
3961,Elibot,1
3962,Elijah M. F. Talbot,1
3963,Elijah Talbot,1
3964,ElimBot,3
3965,Eliot Talbot,1
3966,Elismobot,1
3967,Elissonbot,1
3968,Elitalbot,1
3969,Elite-bot,1
3970,Elizabeth C Talbot,1
3971,Elizabeth Jugalbot,1
3972,Elizabeth.Talbot,1
3973,Elizabot,1
3974,ElkkuBOT,4
3975,Ellabot,1
3976,Ellayambot,1
3977,Ellen talbot,1
3978,Elliobot,1
3979,ElliotChabot,1
3980,Elliotttalbot,1
3981,Elm10Bot,1
3982,Elmbot,3
3983,ElmerBot,1
3984,Elmjubot,1
3985,Elmobot,1
3986,ElonkaBot,1
3987,ElphiBot,285
3988,Elphibot,2
3989,Elrobot,1
3990,Elroy Bot,1
3991,Eltrabot 1,3
3992,Elvisor,1
3993,EmBOTellado,4
3994,EmailBot,1
3995,EmajsBot,7
3996,EmausBot,285
3997,EmavsBot,7
3998,Embot,3
3999,Embot fandi,2
4000,Embryonicrobot,1
4001,Eme.bot,1
4002,EmeraldBot,1
4003,Emeraldrobot,1
4004,Emergingspeciesbot,1
4005,Emhuhabot,2
4006,Emibot,2
4007,EmiduronteBot,1
4008,Emijrpbot,2
4009,Emil Robot,1
4010,Emilianobot,1
4011,EmilyBot,1
4012,Emilybot,2
4013,Emiolicts bot,1
4014,Emir34bot,1
4015,Emirbot,1
4016,Emmabot,1
4017,EmmahBot,1
4018,Emmanuel Lebot,2
4019,Emme Sabot,1
4020,Emobot,1
4021,Emperbot,1
4022,Empi Ebot,1
4023,Emu robot,1
4024,Emubot,1
4025,EmxBot,5
4026,Emziebot,1
4027,En wiki COlbot,1
4028,EnBot,1
4029,EnBotEn,1
4030,Enanobot,1
4031,Enbot,1
4032,Encyclobot,1
4033,Encylobot,1
4034,Endhirantherobot,1
4035,EndingsesameBot,3
4036,Endltbot,1
4037,Enebot,1
4038,Eneidatalbot,1
4039,Enforcementbot,1
4040,EngineeringBot,1
4041,EnglishBot,3
4042,Englishbot,1
4043,Engrish Wikipedia Vandal Only Bot,1
4044,Enigma7Bot,2
4045,EnigmaBot,1
4046,EnlazaBOT,1
4047,EnnuiBOT,1
4048,Enobot,3
4049,Enorelbot,1
4050,EnormekeverBot,1
4051,Enribot,2
4052,Ensisa.mbot,1
4053,Enslaved robot boy,1
4054,EnsureBot,2
4055,Entbot,1
4056,Entbot (usurped),1
4057,EnteBot,1
4058,Enter bot,3
4059,EnteroBot,2
4060,EnthusiastFRANCEbot,1
4061,EnuiroBot,5
4062,EnviroBot,5
4063,Envirobot,1
4064,EnzaiBot,285
4065,Eosmabbot,1
4066,Eotsbot,1
4067,Epicbot,1
4068,EpopBot,20
4069,Eptabot,1
4070,EquaBOT,1
4071,EquadusBot,1
4072,Equivocal-Robot,1
4073,Erabot,1
4074,Eraserbot,1
4075,Erdbot,2
4076,ErfgoedBot,25
4077,Ergobot,1
4078,Eric Bot,1
4079,Eric bot,1
4080,Eric256bot,3
4081,Ericrabot,2
4082,Erictalbot,1
4083,Ericthecampingbot,1
4084,Erik E VestBot,20
4085,Erik Events Bot,3
4086,Erik009Bot,2
4087,Erik9bot,1
4088,ErikBOT,2
4089,ErikBot,1
4090,ErinRubyTalbot,1
4091,ErkBot,1
4092,ErkkiBot,1
4093,ErleorBot,1
4094,Ernesttalbot,2
4095,EroBot,1
4096,Eroticrobot,1
4097,ErraBot,1
4098,Ersatzbot,1
4099,ErsyBot,1
4100,Erthbot,1
4101,Erudite killbot,1
4102,ErvBot,1
4103,Ervin Bot,1
4104,Ervinsteaua1Bot,1
4105,Erwin-Bot,1
4106,Erwin1990Bot,1
4107,Erwin85Bot,285
4108,Erwin85TBot,1
4109,ErwinBot,1
4110,Esabot,1
4111,EsbarduBot,1
4112,Escabot,2
4113,Escalabot,1
4114,Escarbot,285
4115,Eskimbot,18
4116,Eskimobot,1
4117,Eskimospy Bot,1
4118,Eskirnbot,1
4119,Esobot,1
4120,Espiobot,1
4121,Essjay Bot Manual Sandbox Reset,1
4122,EssjayBot,1
4123,EssjayBot I,1
4124,EssjayBot II,1
4125,EssjayBot III,1
4126,EssjayBot IV,1
4127,EssjayBot IX,1
4128,EssjayBot V,1
4129,EssjayBot VI,1
4130,EssjayBot VII,1
4131,EssjayBot VIII,1
4132,EssjayBot X,1
4133,Essjaybot,1
4134,EstatBot,2
4135,Estirabot,12
4136,Eswikibot,1
4137,Eszterszabot,2
4138,Esáliseli-Moyogo,1
4139,Etalbot,1
4140,Ethanwbot,1
4141,Ethen12bot,1
4142,Ethen12bot 2,1
4143,Etherbot,1
4144,Etherbot (usurped),1
4145,EthicalBot,1
4146,Ethnobot,1
4147,EthyloBot,8
4148,Etienne Talbot,1
4149,Etienne Watbot,3
4150,Eubot,1
4151,EugeneZelenkoBot,1
4152,EukeshBot,18
4153,Eukrobot,1
4154,Euku,1
4155,Eulbot,14
